# ds_dist,area,A_pol,meas_elev,interp_h
0.000000000000000000e+00 1.000000000000000000e+00 5.000000000000000000e-01 4.805000000000000426e+01 3.465735902799726431e-01
5.000000000000000000e-01 1.000000000000000000e+00 5.000000000000000000e-01 4.803750000000000142e+01 3.468381276071411667e-01
1.000000000000000000e+00 1.000000000000000000e+00 5.000000000000000000e-01 4.800000000000000711e+01 3.476315366827735232e-01
1.500000000000000000e+00 1.000000000000000000e+00 5.000000000000000000e-01 4.793750000000000711e+01 3.489532097751090189e-01
2.000000000000000000e+00 1.000000000000000000e+00 5.000000000000000000e-01 4.785000000000000142e+01 3.508021372744873356e-01
2.500000000000000000e+00 1.000000000000000000e+00 5.000000000000000000e-01 4.773750000000000426e+01 3.531769125747524218e-01
3.000000000000000000e+00 1.000000000000000000e+00 5.000000000000000000e-01 4.760000000000000142e+01 3.560757388403674728e-01
3.500000000000000000e+00 1.000000000000000000e+00 5.000000000000000000e-01 4.743750000000000711e+01 3.594964375928574318e-01
4.000000000000000000e+00 1.000000000000000000e+00 5.000000000000000000e-01 4.725000000000000711e+01 3.634364590319789645e-01
4.500000000000000000e+00 1.000000000000000000e+00 5.000000000000000000e-01 4.703750000000000142e+01 3.678928939895376171e-01
5.000000000000000000e+00 1.000000000000000000e+00 5.000000000000000000e-01 4.680000000000000426e+01 3.728624873973592213e-01
5.500000000000000000e+00 1.000000000000000000e+00 5.000000000000000000e-01 4.653750000000000142e+01 3.783416531358514967e-01
6.000000000000000000e+00 1.000000000000000000e+00 5.000000000000000000e-01 4.625000000000000711e+01 3.843264901163583880e-01
6.500000000000000000e+00 1.000000000000000000e+00 5.000000000000000000e-01 4.593750000000000711e+01 3.908127994393653104e-01
7.000000000000000000e+00 1.000000000000000000e+00 5.000000000000000000e-01 4.560000000000000142e+01 3.977961024619469654e-01
7.500000000000000000e+00 1.000000000000000000e+00 5.000000000000000000e-01 4.523750000000000426e+01 4.052716596019679818e-01
8.000000000000000000e+00 1.000000000000000000e+00 5.000000000000000000e-01 4.485000000000000142e+01 4.132344897034743170e-01
8.500000000000000000e+00 1.000000000000000000e+00 5.000000000000000000e-01 4.443750000000000711e+01 4.216793897877630370e-01
9.000000000000000000e+00 1.000000000000000000e+00 5.000000000000000000e-01 4.400000000000000711e+01 4.306009550175236011e-01
9.500000000000000000e+00 1.000000000000000000e+00 5.000000000000000000e-01 4.353750000000000142e+01 4.399935987071878496e-01
1.000000000000000000e+01 1.000000000000000000e+00 5.000000000000000000e-01 4.305000000000000426e+01 4.498515722210003620e-01
1.050000000000000000e+01 1.000000000000000000e+00 5.000000000000000000e-01 4.253750000000000142e+01 4.601689846107980819e-01
1.100000000000000000e+01 1.000000000000000000e+00 5.000000000000000000e-01 4.200000000000000000e+01 4.709398218579924356e-01
1.150000000000000000e+01 1.000000000000000000e+00 5.000000000000000000e-01 4.143750000000000000e+01 4.821579655980803847e-01
1.200000000000000000e+01 1.000000000000000000e+00 5.000000000000000000e-01 4.085000000000000142e+01 4.938172112208335518e-01
1.250000000000000000e+01 1.000000000000000000e+00 5.000000000000000000e-01 4.023750000000000426e+01 5.059112852547822392e-01
1.300000000000000000e+01 1.000000000000000000e+00 5.000000000000000000e-01 3.960000000000000142e+01 5.184338619601349674e-01
1.350000000000000000e+01 1.000000000000000000e+00 5.000000000000000000e-01 3.893750000000000000e+01 5.313785790696604616e-01
1.400000000000000000e+01 1.000000000000000000e+00 5.000000000000000000e-01 3.825000000000000000e+01 5.447390526318514059e-01
1.450000000000000000e+01 1.000000000000000000e+00 5.000000000000000000e-01 3.753750000000000142e+01 5.585088909246871403e-01
1.500000000000000000e+01 1.000000000000000000e+00 5.000000000000000000e-01 3.680000000000000426e+01 5.726817074213468306e-01
1.550000000000000000e+01 1.000000000000000000e+00 5.000000000000000000e-01 3.603750000000000142e+01 5.872511328010170395e-01
1.600000000000000000e+01 1.000000000000000000e+00 5.000000000000000000e-01 3.525000000000000000e+01 6.022108260085492493e-01
1.650000000000000000e+01 1.000000000000000000e+00 5.000000000000000000e-01 3.443750000000000000e+01 6.175544843759719349e-01
1.700000000000000000e+01 1.000000000000000000e+00 5.000000000000000000e-01 3.360000000000000142e+01 6.332758528267987685e-01
1.750000000000000000e+01 1.000000000000000000e+00 5.000000000000000000e-01 3.273750000000000426e+01 6.493687321907880561e-01
