test 	Be-10_(qtz) 	0.0084 	63.4 	10.2 	11.3 	0.00906 	68.4 	10.9 	12.1 	0.008 	60.4 	9.68 	10.3
test 	Be-10_(qtz) 	0.00859 	64.9 	10.1 	11.3 	0.00925 	69.8 	10.8 	12 	0.00818 	61.7 	9.58 	10.3
test 	Be-10_(qtz) 	0.00857 	64.6 	10.6 	11.8 	0.00922 	69.6 	11.4 	12.5 	0.00815 	61.5 	10.1 	10.7
test 	Be-10_(qtz) 	0.00871 	65.8 	11.2 	12.3 	0.00937 	70.7 	12 	13.1 	0.00829 	62.5 	10.6 	11.3
test 	Be-10_(qtz) 	0.00894 	67.4 	10.6 	11.9 	0.00959 	72.4 	11.4 	12.6 	0.00849 	64.1 	10.1 	10.8
test 	Be-10_(qtz) 	0.00896 	67.6 	12.1 	13.3 	0.00961 	72.5 	13 	14.1 	0.00851 	64.2 	11.5 	12.1
test 	Be-10_(qtz) 	0.0089 	67.1 	12.1 	13.3 	0.00955 	72.1 	13 	14.1 	0.00846 	63.8 	11.5 	12.1
test 	Be-10_(qtz) 	0.00908 	68.5 	12 	13.2 	0.00974 	73.5 	12.9 	14 	0.00863 	65.1 	11.4 	12.1
test 	Be-10_(qtz) 	0.00947 	71.4 	11 	12.4 	0.0101 	76.6 	11.8 	13.1 	0.00898 	67.8 	10.4 	11.2
test 	Be-10_(qtz) 	0.00813 	61.4 	9.35 	10.6 	0.00879 	66.3 	10.1 	11.3 	0.00775 	58.5 	8.91 	9.57
test 	Be-10_(qtz) 	0.00808 	61 	9.63 	10.8 	0.00874 	66 	10.4 	11.5 	0.0077 	58.1 	9.19 	9.82
test 	Be-10_(qtz) 	0.00802 	60.5 	10.1 	11.2 	0.00868 	65.5 	10.9 	12 	0.00765 	57.7 	9.6 	10.2
test 	Be-10_(qtz) 	0.00817 	61.7 	9.51 	10.7 	0.00883 	66.7 	10.3 	11.4 	0.00779 	58.8 	9.06 	9.72
test 	Be-10_(qtz) 	0.00817 	61.7 	8.92 	10.2 	0.00883 	66.7 	9.63 	10.9 	0.00779 	58.8 	8.5 	9.19
test 	Be-10_(qtz) 	0.00822 	62 	8.47 	9.81 	0.00888 	67 	9.15 	10.5 	0.00783 	59.1 	8.08 	8.81
test 	Be-10_(qtz) 	0.0082 	61.9 	8.99 	10.3 	0.00886 	66.8 	9.7 	10.9 	0.00781 	58.9 	8.57 	9.26
test 	Be-10_(qtz) 	0.00823 	62.1 	9.98 	11.1 	0.00889 	67.1 	10.8 	11.9 	0.00784 	59.2 	9.51 	10.1
test 	Be-10_(qtz) 	0.00809 	61.1 	9.78 	10.9 	0.00875 	66 	10.6 	11.7 	0.00771 	58.2 	9.33 	9.95
test 	Be-10_(qtz) 	0.00822 	62 	9.04 	10.3 	0.00888 	67 	9.75 	11 	0.00783 	59.1 	8.61 	9.3
test 	Be-10_(qtz) 	0.00831 	62.7 	8.97 	10.3 	0.00897 	67.7 	9.67 	10.9 	0.00792 	59.8 	8.54 	9.26
test 	Be-10_(qtz) 	0.00825 	62.3 	8.84 	10.1 	0.00891 	67.3 	9.54 	10.8 	0.00786 	59.3 	8.43 	9.14
test 	Be-10_(qtz) 	0.00828 	62.5 	9.5 	10.7 	0.00894 	67.5 	10.3 	11.5 	0.00789 	59.6 	9.06 	9.73
test 	Be-10_(qtz) 	0.00842 	63.5 	8.96 	10.3 	0.00908 	68.5 	9.65 	11 	0.00801 	60.5 	8.53 	9.26
test 	Be-10_(qtz) 	0.00841 	63.5 	10.1 	11.3 	0.00907 	68.4 	10.8 	12 	0.00801 	60.4 	9.57 	10.2
test 	Be-10_(qtz) 	0.00833 	62.9 	9.79 	11 	0.00899 	67.9 	10.6 	11.7 	0.00793 	59.9 	9.32 	9.98
test 	Be-10_(qtz) 	0.00845 	63.8 	10.6 	11.8 	0.00911 	68.8 	11.4 	12.6 	0.00804 	60.7 	10.1 	10.7
test 	Be-10_(qtz) 	0.00865 	65.3 	10.2 	11.5 	0.00931 	70.3 	11 	12.2 	0.00823 	62.1 	9.72 	10.4
test 	Be-10_(qtz) 	0.00838 	63.2 	12.3 	13.3 	0.00904 	68.2 	13.3 	14.3 	0.00798 	60.2 	11.8 	12.3
test 	Be-10_(qtz) 	0.00871 	65.7 	10.2 	11.5 	0.00936 	70.7 	11 	12.2 	0.00828 	62.5 	9.71 	10.4
test 	Be-10_(qtz) 	0.00868 	65.5 	11.4 	12.5 	0.00934 	70.5 	12.2 	13.4 	0.00826 	62.3 	10.8 	11.5
test 	Be-10_(qtz) 	0.00872 	65.8 	11.4 	12.6 	0.00938 	70.8 	12.3 	13.4 	0.00829 	62.6 	10.8 	11.5
test 	Be-10_(qtz) 	0.00898 	67.8 	10.8 	12.1 	0.00964 	72.7 	11.6 	12.9 	0.00854 	64.4 	10.3 	11
test 	Be-10_(qtz) 	0.00908 	68.5 	9.83 	11.2 	0.00973 	73.5 	10.5 	11.9 	0.00862 	65.1 	9.34 	10.1
